siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
378907026,00025,37890702600025,O,1998-10-01,NN,,,2025-12-05T22:15:05.785,true,A,O,,1990-08-01,1000,,,M,DUCLA,,DIDIER,,,,DIDIER,,33.15Z,NAFRev2,,,,NN,,00025,2025-12-06T07:07:48.46,PME,2023,,12,,,RUE,EDOUARD DE PONTET,33250,PAUILLAC,,33314,,,33314osjs_B,405760.9677183933,6462846.701551733,A,,,,,33.15Z,NAFRev2,N,33.15Y
385224043,00013,38522404300013,O,1992-04-01,03,2023,,2025-12-05T21:04:54.871,true,A,O,,1992-04-01,5710,ATLANTIQUE MARINE CONSTRUCTION (AMC),,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00013,2025-12-06T11:22:48.273,PME,2023,,,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,,,,AMC NAUTIQUES SERVICES,33.15Z,NAFRev2,O,33.15Y
389611088,00045,38961108800045,O,2011-06-01,NN,,3315ZZ,2025-12-06T03:01:56.085,true,A,O,,1992-07-01,5499,SARL DB SYSTEMES,DB,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00045,2025-12-06T09:34:46.042,PME,2023,,11,,,RUE,TOULOUSE LAUTREC,33510,ANDERNOS-LES-BAINS,,33005,,,330050842_B,376403.42873790726,6412748.380751939,A,,,,,33.15Z,NAFRev2,N,33.15Y
389827775,00021,38982777500021,O,2020-01-01,02,2023,3011ZA,2025-12-05T16:33:02.927,true,A,O,,1993-01-20,5499,LACAZE,,,,,,,,,,,30.12Z,NAFRev2,,N,,02,2023,00021,2025-12-06T06:05:05.808,PME,2023,,39,,,RUE,NICEPHORE NIEPCE,33510,ANDERNOS-LES-BAINS,,33005,,,330050928_B,377761.5939223456,6415997.645106781,A,,,,,30.12Z,NAFRev2,O,30.12Y
392920237,00014,39292023700014,O,1973-10-26,NN,,,2025-12-05T22:05:42.263,true,A,O,,1973-10-26,6220,CHANTIERS NAVALS DU BASSIN D'ARCACHON,CNBA,,,,,,,,,,30.11Z,NAFRev2,,,,NN,,00014,2025-12-06T09:28:46.866,PME,2023,,,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,,,,,30.11Z,NAFRev2,N,30.11Y
393250972,00030,39325097200030,O,2008-01-01,NN,,3012ZZ,2025-12-06T02:58:20.996,true,A,O,,1993-10-01,1000,,,M,CHATENET,,PAUL,ROBERT,,,PAUL,,33.15Z,NAFRev2,,,,NN,,00030,2025-12-06T08:18:47.433,PME,2023,,4,,,RUE,DE TOURNON,33260,LA TESTE-DE-BUCH,,33529,,,335293003_B,370782.4155977976,6401256.202833426,A,,,,,33.15Z,NAFRev2,N,33.15Y
393820576,00022,39382057600022,O,1994-01-01,02,2023,3315ZZ,2025-12-05T15:16:25.265,true,A,O,,1994-01-01,5499,YACHTING MEDOC,,,,,,,,,,,46.49Z,NAFRev2,,N,,02,2023,00022,2025-12-06T08:30:19.913,PME,2023,,89,,,AVENUE,DU LAC,33990,HOURTIN,,33203,,,332030070_B,380386.582030314,6462020.076944369,A,,,,,33.15Z,NAFRev2,O,33.15Y
393820576,00030,39382057600030,O,2008-05-01,NN,,3012ZZ,2025-12-05T15:23:57.668,false,A,O,,1994-01-01,5499,YACHTING MEDOC,,,,,,,,,,,46.49Z,NAFRev2,,N,,02,2023,00022,2025-12-06T08:30:19.913,PME,2023,N C35,,,,PORT,MEDOC,33123,LE VERDON-SUR-MER,,33544,,,33544A065_B,383225.08515044407,6503699.979841333,A,YACHTING MEDOC,,,,33.15Z,NAFRev2,N,33.15Y
408584431,00014,40858443100014,O,1996-04-02,NN,,,2025-12-06T01:53:28.393,true,A,O,,1996-04-02,5460,COOP MECANIQUE DES PECHEURS,COMEPARC,,,,,,,,,,30.11Z,NAFRev2,,O,,NN,,00014,2025-12-06T07:19:50.276,PME,2023,PORT DE PECHE,,,,RUE,DU PORT,33120,ARCACHON,,33009,,,330091871_B,371318.821100819,6403997.427684038,A,,,,,30.11Z,NAFRev2,N,30.11Y
408855476,00037,40885547600037,O,2014-11-01,NN,,3315ZZ,2025-12-06T01:57:32.593,true,A,O,,1996-10-01,1000,,,M,LACAZE,,JEAN,LUC,GEORGES,,JEAN,,33.15Z,NAFRev2,,,,NN,,00037,2025-12-06T07:48:43.092,PME,2023,,2,,,RUE,DES SABLES,33990,HOURTIN,,33203,,,332030182_B,372929.11583274975,6466969.748318002,A,,,,,33.15Z,NAFRev2,N,33.15Y
410757991,00048,41075799100048,O,2020-10-01,01,2023,,2025-12-06T00:53:50.637,false,A,O,,1997-01-01,5499,ATELIERS MECANIQUES DES PERTUIS,,,,,,,,,,,33.15Z,NAFRev2,,N,,11,2023,00022,2025-12-06T07:41:24.575,PME,2023,BAT 7 PARC D'ACTIVITE DES DOCKS,,,,QUAI,CARRIET,33310,LORMONT,,33249,,,332490170_B,421349.3293374499,6426948.919251985,A,ATELIERS MECANIQUES DE LA GIRONDE,,,ATELIERS MECANIQUES DE LA GIRONDE,33.15Z,NAFRev2,O,33.15Y
410828198,00029,41082819800029,O,2002-08-26,11,2023,3315ZZ,2025-12-05T19:34:11.324,true,A,O,,1997-01-05,5499,MAIRE MARINE COMPETENCES,,,,,,,,,,,30.11Z,NAFRev2,,N,,11,2023,00029,2025-12-06T06:28:38.584,PME,2023,PARC D'ENTREPRISES,11,,,RUE,SUFFREN,33950,LEGE-CAP-FERRET,,33236,,,332361616_B,370440.96772581706,6418444.177086371,A,,,,,33.15Z,NAFRev2,O,33.15Y
410828198,00037,41082819800037,O,2022-01-01,NN,,3012ZZ,2025-12-05T22:53:11.918,false,A,O,,1997-01-05,5499,MAIRE MARINE COMPETENCES,,,,,,,,,,,30.11Z,NAFRev2,,N,,11,2023,00029,2025-12-06T06:28:38.584,PME,2023,LE CANON,137,,,ROUTE,DE CAP FERRET CANON,33950,LEGE-CAP-FERRET,,33236,,,332360376_B,365274.47760390304,6409437.765861567,A,MAIRE MARINE,,,MAIRE MARINE,33.15Z,NAFRev2,O,33.15Y
414509489,00020,41450948900020,O,2011-01-07,NN,,3012ZZ,2025-12-06T00:30:49.014,true,A,O,,1997-11-17,5499,WINDRIDER EUROPE,,,,,,,,,,,30.12Z,NAFRev2,,,,NN,,00020,2025-12-06T10:52:14.1,PME,2023,,,,,AVENUE,JANE DE BOY,33950,LEGE-CAP-FERRET,,33236,,,332360885_B,369659.22711764206,6415006.640088802,A,,,,,30.12Z,NAFRev2,N,30.12Y
421800897,00017,42180089700017,O,1998-11-26,11,2023,3012ZZ,2025-12-06T03:18:13.006,true,A,O,,1998-11-26,5499,STRATO COMPO,,,,,,,,,,,30.12Z,NAFRev2,,,,11,2023,00017,2025-12-06T07:55:59.11,PME,2023,,49,,,ROUTE,DE DEPEE,33590,GRAYAN-ET-L'HOPITAL,,33193,,,331930130_B,379261.49437531363,6487974.469595772,A,,,,,30.12Z,NAFRev2,O,30.12Y
422886465,00026,42288646500026,O,2002-04-15,02,2023,3012ZZ,2025-12-05T17:38:59.498,true,A,O,,1999-04-15,5499,ATLANTIC CONCEPT,,,,,,,,,,,30.12Z,NAFRev2,,,,02,2023,00026,2025-12-06T07:36:38.096,PME,2023,PARC D'ENTREPRISES,12,,,RUE,SUFFREN,33950,LEGE-CAP-FERRET,,33236,,,332361616_B,370446.4166854805,6418428.873507966,A,,,,,30.12Z,NAFRev2,O,30.12Y
422935940,00029,42293594000029,O,2005-03-01,NN,,3012ZZ,2025-12-06T02:28:41.991,true,A,O,,1999-04-17,1000,,,M,AYLE,,JEAN,PIERRE,,,JEAN,,33.15Z,NAFRev2,,,,NN,,00029,2025-12-06T06:03:22.549,PME,2023,PARC D'ENTREPRISES,4,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370451.78156672756,6418281.547692287,A,,,,AYLE JEAN PIERRE,33.15Z,NAFRev2,N,33.15Y
424180842,00017,42418084200017,O,1999-10-01,NN,,3315ZZ,2025-12-06T03:03:09.523,true,A,O,,1999-10-01,1000,,,M,PAPPALARDO,,JEAN-LOUIS,,,,JEAN-LOUIS,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T08:39:36.692,PME,2023,,17,,,AVENUE,GUYNEMER,33138,LANTON,,33229,,,332290386_B,379632.51682065806,6409443.412057233,A,,,,,33.15Z,NAFRev2,N,33.15Y
429233786,00046,42923378600046,O,2016-02-03,NN,,3315ZZ,2025-12-05T23:47:18.64,true,A,O,,2000-01-04,1000,,,M,GLEMET,GLEMET THEZE,LIONEL,,,,LIONEL,,33.15Z,NAFRev2,,,,NN,,00046,2025-12-06T11:19:00.983,PME,2023,,23,,,CHEMIN,DE LA CAVE,33340,QUEYRAC,,33348,,,333480075_B,387300.4339204827,6482162.240268699,A,,,,MECA33,33.15Z,NAFRev2,N,33.15Y
432678894,00010,43267889400010,O,2000-08-23,11,2023,3012ZZ,2025-12-06T00:58:58.288,true,A,O,,2000-08-23,5499,DUBOURDIEU 1800,,,,,,,,,,,30.12Z,NAFRev2,,,,11,2023,00010,2025-12-06T08:17:58.776,PME,2023,,,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,,,,,30.12Z,NAFRev2,O,30.12Y
433035003,00022,43303500300022,O,2013-04-08,NN,,3315ZZ,2025-12-05T15:41:27.874,true,A,O,,2000-11-23,1000,,,M,ABRAHAMS,,CRAIG,ANTHONY,,,CRAIG,,33.15Z,NAFRev2,,,,NN,,00022,2025-12-06T08:47:27.156,PME,2023,,10,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370377.8415338286,6418331.836516172,A,CAP COMPOSITE,,,,33.15Z,NAFRev2,N,33.15Y
434851937,00012,43485193700012,O,2001-04-02,NN,,3315ZZ,2025-12-06T02:12:05.722,true,A,O,,2001-04-02,1000,,,M,VIVES,,FREDERIC,,,,FREDERIC,,33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T09:34:16.777,PME,2023,,7,,,RUE,ADRIENNE BOLLAND,33260,LA TESTE-DE-BUCH,,33529,,,335290022_B,370608.78245321347,6399445.799656583,A,,,,,33.15Z,NAFRev2,N,33.15Y
435380878,00015,43538087800015,O,2001-01-01,01,2023,3315ZZ,2025-12-05T21:39:05.29,true,A,O,,2001-01-01,1000,,,M,CONNILHERE,,ANTOINE,JEAN,,,ANTOINE,,33.15Z,NAFRev2,,,,01,2023,00015,2025-12-06T10:13:37.919,PME,2023,,2,,,AVENUE,DES HUTTIERS,33260,LA TESTE-DE-BUCH,,33529,,,335291584_B,371577.8029111034,6401846.402818582,A,,,,,33.15Z,NAFRev2,O,33.15Y
437509854,00026,43750985400026,O,2010-09-01,NN,,3012ZZ,2025-12-06T04:59:29.695,true,A,O,,2001-05-02,1000,,,M,LA GOUTE,,THIERRY,CHRISTIAN,,,THIERRY,,30.12Z,NAFRev2,,,,NN,,00026,2025-12-06T08:59:49.92,PME,2023,ZONE INDUSTRIELLE,602,,,AVENUE,DE L’AERODROME,33260,LA TESTE-DE-BUCH,,33529,,,335290025_B,372974.0269633865,6397901.406427862,A,PLASTIQUE PRO,,,,30.12Z,NAFRev2,N,30.12Y
437584667,00012,43758466700012,O,2001-04-23,NN,,3315ZZ,2025-12-06T02:14:18.304,true,A,O,,2001-04-23,1000,,,M,BOUABDELLI,,MUSTAPHA,,,,MUSTAPHA,,33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T09:24:31.632,PME,2023,LD PELIN,2,,,CHEMIN,DU PINEY,33480,AVENSAN,,33022,,,330220460_B,405735.929161568,6444644.235608071,A,,,,,33.15Z,NAFRev2,N,33.15Y
437678626,00056,43767862600056,P,2024-07-01,NN,,,2025-12-06T04:58:21.925,true,A,P,,2001-04-03,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00056,2025-12-06T11:31:45.304,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MARTIN-DE-LAYE,,33442,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
439001157,00015,43900115700015,O,2001-07-01,NN,,3012ZZ,2025-12-06T03:19:12.561,true,A,O,,2001-07-01,5499,SARL BATEAUX BOIS,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T11:17:20.079,PME,2023,,,,,,PORT DE LA BARBOTIERE,33470,GUJAN MESTRAS,,33199,,,33199B221_C,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
439640954,00012,43964095400012,O,2001-10-01,NN,,3315ZZ,2025-12-06T04:44:20.485,true,A,O,,2001-10-01,5499,AUTO-NAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00012,2025-12-06T09:30:37.729,PME,2023,,3,,,,LE GRAND CROHOT,33950,LEGE-CAP-FERRET,,33236,,,33236B021_B,365910.33579230605,6419559.272430339,A,,,,,33.15Z,NAFRev2,N,33.15Y
439641978,00010,43964197800010,O,2001-09-19,NN,,3012ZZ,2025-12-05T18:40:11.578,true,A,O,,2001-09-19,5499,CHANTIER NAVAL MADIANA,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T08:56:33.528,PME,2023,60 PORT DE MEYRAN EST,,,,PORT,DE MEYRAN,33470,GUJAN-MESTRAS,,33199,,,33199B225_B,375139.947957807,6402137.852301102,A,CHANTIER NAVAL MADIANA LA TESTE MAR,,,CHANTIER NAVAL MADIANA LA TESTE MARINA,33.15Z,NAFRev2,N,33.15Y
440294254,00014,44029425400014,O,2002-01-08,NN,,3012ZZ,2025-12-06T02:28:30.317,true,A,O,,2002-01-08,1000,,,M,CAVAILLE,,GILLES,,,,GILLES,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T09:16:15.064,PME,2023,BOIS BRETON,16,,,ALLEE,DES CHATAIGNIERS,33138,LANTON,,33229,,,332290207_B,379925.2042378574,6409151.466555062,A,,,,,33.15Z,NAFRev2,N,33.15Y
440710283,00027,44071028300027,O,2020-04-03,NN,,3315ZZ,2025-12-06T00:55:57.682,true,A,O,,2002-01-01,1000,,,M,BINOT,,JEAN,PIERRE,GEORGES,,JEAN,,33.15Z,NAFRev2,,,,NN,,00027,2025-12-06T07:14:38.174,PME,2023,,6,,,RUE,DE LA CHARMILLE,33520,BRUGES,,33075,,,330750401_B,415411.6723695971,6425807.342484186,A,,,,,33.15Z,NAFRev2,N,33.15Y
447945692,00021,44794569200021,O,2011-09-21,NN,,,2025-12-05T16:58:44.262,true,A,O,,2003-03-01,1000,,,M,PEHOOU-MAYS,,RICHARD,JEAN,,,RICHARD,,30.12Z,NAFRev2,,,,NN,,00021,2025-12-06T10:22:37.235,PME,2023,,,,,,PORT DE GUJAN,33470,GUJAN MESTRAS,,33199,,,33199B228_C,,,A,,,,,30.12Z,NAFRev2,N,30.12Y
449642339,00021,44964233900021,O,2024-03-15,NN,,,2025-12-06T04:55:22.979,false,A,O,,2003-07-28,5710,GWEN SERVICE,,,,,,,,,,,33.15Z,NAFRev2,,N,,11,2023,00013,2025-12-06T07:19:57.853,PME,2023,LOT 12,,,,RUE,LOUIS DAGUERRE,33470,LE TEICH,,33527,,,335270068_B,382226.2,6397904.23,A,G MOTEUR SERVICE,,,,33.15Z,NAFRev2,N,33.15Y
449808815,00012,44980881500012,O,2003-08-27,02,2023,3315ZZ,2025-12-05T15:41:14.46,true,A,O,,2003-08-27,5710,CHANTIER NAVAL DU FOUR,,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00012,2025-12-06T05:56:56.364,PME,2023,,,,,,LE FOUR,33950,LEGE-CAP-FERRET,,33236,,,33236ako92i_B,368345.22689854767,6412584.658181781,A,,,,,33.15Z,NAFRev2,O,33.15Y
450627336,00016,45062733600016,O,2003-01-01,03,2023,3012ZZ,2025-12-05T23:09:45.555,true,A,O,,2003-01-01,5710,CONSTRUCTIONS NAVALES RABA,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00016,2025-12-06T05:16:07.801,PME,2023,,13,,,RUE,CAMILLE PELLETAN,33260,LA TESTE-DE-BUCH,,33529,,,335290530_B,371216.3926137351,6401907.216182172,A,,,,,33.15Z,NAFRev2,O,33.15Y
450627336,00024,45062733600024,O,2003-01-01,NN,,3012ZZ,2025-12-05T19:31:10.055,false,A,O,,2003-01-01,5710,CONSTRUCTIONS NAVALES RABA,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00016,2025-12-06T05:16:07.801,PME,2023,ZI,,,,AVENUE,ABBE EDME MARIOTTE,33260,LA TESTE-DE-BUCH,,33529,,,335290014_B,373021.10967369325,6398373.569690819,A,,,,,33.15Z,NAFRev2,N,33.15Y
450627336,00040,45062733600040,O,2023-12-28,NN,,,2025-12-06T00:40:29.806,false,A,O,,2003-01-01,5710,CONSTRUCTIONS NAVALES RABA,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00016,2025-12-06T05:16:07.801,PME,2023,,26,,,CHEMIN,DU PETIT BORDES,33260,LA TESTE-DE-BUCH,,33529,,,335292380_B,373443.03,6402054.16,A,,,,,30.12Z,NAFRev2,O,30.12Y
453974651,00011,45397465100011,O,2004-07-01,NN,,,2025-12-05T21:13:28.35,true,A,O,,2004-07-01,5499,SARL AZUR MARINE MEDOC,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00011,2025-12-06T10:15:03.963,PME,2023,PORT MEDOC CELLULE 12A,,,,PLACE,DE LA CHAMBRETTE,33123,LE VERDON-SUR-MER,,33544,,,335440046_B,383148.19280885975,6502942.553892689,A,,,,SARL AZUR MARINE MEDOC,33.15Z,NAFRev2,O,33.15Y
457201564,00020,45720156400020,O,2012-10-01,03,2023,,2025-12-06T03:45:27.577,false,A,O,,1957-01-01,5499,G BONNIN FRERES,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00038,2025-12-06T08:19:08.699,PME,2023,,16,,,RUE,DE L’AIGUILLON,33260,LA TESTE-DE-BUCH,,33529,,,335290030_B,371627.90422866505,6403388.548230736,A,,,,,33.15Z,NAFRev2,O,33.15Y
